CCOc1ccc(NC(C)=O)cc1
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1
O=C([O-])COCC[NH+]1CC[NH+](C(c2ccccc2)c2ccc(Cl)cc2)CC1
N#CCNC(=O)c1cnccc1C(F)(F)F
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)[O-]
CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
CC(=O)Nc1ccccc1
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1
O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1C1C(=O)c2c(O)cc(O)cc2OC1c1ccc(O)cc1
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
CC(C)C12OC1C1OC13C1(C)CCC4=C(COC4=O)C1CC1OC13C2=O
COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
Cc1cccc(Nc2ccccc2C(=O)O)c1C
COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4OC)c3o2)cc1
O=C([O-])P(=O)([O-])[O-]
CS(=O)(=O)OCCCCOS(C)(=O)=O
COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12
CN1CCC23c4ccccc4NC1C21CCN(C)C3Nc2ccccc21
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C
Cc1ccccc1COC1CC2(C(C)C)CCC1(C)O2
Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1
CSCCC1NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C2CSSCC3NC(=O)C(CO)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(CSSCC(N)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCCCN)C(=O)NCC(=O)NC(C)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(N)=O)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC3=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC1=O
CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1
CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)C1(C)CO1
CCCCC(CC)Cn1c(O)c2c(c1O)C1C=CC2C1
CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C
NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1
CN(C)C(=O)Nc1ccc(Cl)cc1
O=CCCCC=O
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1
CC(C)C12OC1C1OC13C1(C)CCC4=C(COC4=O)C1CC1OC13C2O
CCCCCC(O)C(O)CCCC(O)C1CCC(C2CCC(C(O)CCCCCCCCCCCCC3=CC(C)OC3=O)O2)O1
NC(Cc1ccc(O)cc1)C(=O)O
Cn1c(=O)c2c(ncn2C)n(C)c1=O
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC
O=C1C=CC(=O)c2c1c(O)c1c(NCCNCCO)ccc(NCCNCCO)c1c2O
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1
CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl
COCC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOC)c3csc(N)n3)C2SC1
CCCCCCC(O)CCCC(O)C1CCC(C2CCC(C(O)CCCCCCCCCCCCC3=CC(C)OC3=O)O2)O1
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1
CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(N)Cc1c[nH]cn1)C(C)O)C(C)O)C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)C(C)CC)C(=O)O
CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1
CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O
CC(=O)OC1CC(COC2OC(CO)C(O)C(O)C2O)CNC12OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
O=C(O)CNCP(=O)(O)O
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1
O=P(OCCCl)(OCCCl)OCCCl
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O
CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12
C[N+](C)(C)CC(O)CC(=O)O
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
FCOC(C(F)(F)F)C(F)(F)F
CC1CCC(C(C)C)C(O)C1
CSc1nc(NC(C)C)nc(NC(C)C)n1
CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN
CCCCCCCCCc1ccc(O)cc1
O=c1[nH]c(O)cn1N=Cc1ccc([N+](=O)[O-])o1
CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)OC1C
CCOc1ccc(NC(=O)CC(C)O)cc1
Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1
O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1
CC(=O)C1(O)C=C2C(=O)c3c(c(O)c4ccccc4c3O)C(=O)C2C(OC2CC(N)C(O)C(C)O2)C1
CC(=O)Nc1ccc(O)cc1
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1
O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
COc1cccc(C2(O)CCCCC2CN(C)C)c1
NCCCCCCCCCCC(=O)O
CC1=CC(=O)OC2(C1)CC1CCC2CN1C
COc1cc2c(cc1OC)C1Cc3c(cc(OC)c4c3OCO4)C(C2)N1C
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[NH+](CC)CC)c(I)c1
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1
CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
COc1ccccc1O
Oc1c2c(c(O)n1SC(Cl)(Cl)C(Cl)Cl)CC=CC2
CC(=O)OCC12C(OC(C)=O)C(OC(C)=O)C3C(OC(C)=O)C14OC3(C)COC(=O)c1cccnc1CCC(C)(O)C(=O)OC(C(OC(=O)c1ccccc1)C2OC(C)=O)C4(C)O
Oc1ccc2c(c1)CCC(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1
CCN(CC)C(=O)C1(c2ccccc2)CC1C[NH3+]
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O
CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(O)C(C)(C)C2CCC13C
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O
CC1=C(C(=O)Nc2ccccc2)SCCO1
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1
CC(Oc1ccc(Cl)cc1Cl)C(=O)O
NNc1nncc2ccccc12
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO
COc1ccc2cc(C(C)C(=O)O)ccc2c1
CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1
CN=C(NC#N)NCCSCc1[nH]cnc1C
CCOCN(C(=O)CCl)c1c(C)cccc1CC
CN(C)c1ccc(N=NS(=O)(=O)O)cc1
FC(F)(F)c1ccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)nc1
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
CCCCCCCCCCCCCCCC(O)C(N)CO
CC12C(=O)OC(=O)C1(C)C1CCC2O1
CCc1c(C(=O)O)c(=O)cnn1-c1ccc(Cl)cc1
CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12
COC(=O)C1C=C2CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
CC(C)CC(CN)CC(=O)O
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O
CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1
CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1
N#CC(Br)Br
CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-]
CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC
NC(=O)c1cn(Cc2c(F)cccc2F)nn1
Cc1ccc([N+](=O)[O-])cc1
C=C1CCC2C(C)(CO)C(O)CCC2(C)C1CC=C1C(=O)OCC1O
CCCC(=O)OCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl
CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(NCCN)NC(=O)C2C(O)CCN2C(=O)C(C(O)CCN)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O
CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
Cn1c(N)c(NC(=O)NCCN)c[n+]1CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOC(C)(C)C(=O)O)c3nsc(N)n3)C2SC1
CC[NH+](CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
NCCC(O)(P(=O)([O-])O)P(=O)([O-])O
CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F
Nc1nc(N)nc(N)n1
Cn1sc(Cl)cc1=O
O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1ccccc13)OCO2
COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2
COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12
COc1cc2c(cc1OC)C(Cc1ccc(Oc3cc(CC4c5cc(OC)c(OC)cc5CCN4C)ccc3O)cc1)N(C)CC2
Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCC21
O=c1c(-c2ccc(O)cc2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)ccc12
Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1
C[NH+](CC=CC#CC(C)(C)C)Cc1cccc2ccccc12
Cc1c(O)c(=O)ccn1C
O=P1(NCCCl)OCCCN1CCCl
Oc1cn2c(n1)Nc1ccc(Cl)c(Cl)c1C2
O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21
Nc1ccn(C2CCC(CO)O2)c(=O)n1
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
c1ccc2[nH]c(-c3cscn3)nc2c1
CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O
NCC1(CC(=O)O)CCCCC1
CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12
CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O
O=C(O)CC[Ge](=O)O[Ge](=O)CCC(=O)O
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
CC1=CC(=O)CC(C)(C)C1
OCC(O)C(O)C(O)C(O)CO
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1
Nc1ccc(O)c(C(=O)O)c1
CCCCCCCC=CCCc1c(O)c(O)cc(O)c1O
CCCCNC(=O)OCC#CI
CCNc1nc(=O)nc(NC(C)C)[nH]1
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
CCCC(NC(=O)C1C2CCCC2CN1C(=O)C(NC(=O)C(NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
OCCNCCO
CCCCCCCCOC(C)=O
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
CCC[N+](C)(C)CC[N+](C)(C)CCOC
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1
O=NN(CCCl)C(=O)NCCCl
Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1
COc1cc(Cl)c(OC)cc1Cl
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
NCCC(O)(P(=O)(O)O)P(=O)(O)O
CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1
CNC(=O)Oc1cccc2ccccc12
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
CCCN(CCC)CCc1cccc2[nH]c(O)cc12
Nc1ccn(C2CSC(CO)O2)c(=O)n1
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(=O)C3C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C
CC(C)CN(CC(OP(=O)([O-])[O-])C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1
Cc1cc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC2COC2)n1
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
COc1ccc(C2Oc3cc(O)cc(O)c3C(=O)C2C2C(=O)c3c(O)cc(OC)cc3OC2c2ccc(OC)cc2)cc1
COc1ccc2[n-]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1
CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O
CCCC1(CCc2ccccc2)CC([O-])=C(C(CC)c2cccc([N-]S(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1
Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1
CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C
O=C(Nc1ccccc1)Nc1ccnc(Cl)c1
COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
[NH-]C1CCCCC1[NH-]
CCc1cccc(CC)c1N(COC)C(=O)CCl
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C
C#CCN(C)C(C)Cc1ccccc1
COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl
Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
C=c1c(C(=O)NCCN(CC)CC)c(C)[nH]c1=Cc1c(O)[nH]c2ccc(F)cc12
CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F
CCCOC(=O)c1ccc(C(=O)OCCC)nc1
COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(O)c(OC)cc3c1C(C2)N(C)CC3
c1ccc2occc2c1
